end,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SalesRevenueNet,SalesRevenueServicesGross,ContractWithCustomerLiabilityRevenueRecognized,DeferredRevenueCurrent,DeferredRevenueNoncurrent,IncreaseDecreaseInDeferredRevenue
2008-09-27,,,32479000000.0,,,4853000000.0,768000000.0,718000000.0
2008-09-27,,,32479000000.0,,,1617000000.0,3029000000.0,5642000000.0
2008-09-27,,,32479000000.0,,,4853000000.0,768000000.0,5642000000.0
2008-09-27,,,32479000000.0,,,1617000000.0,3029000000.0,718000000.0
2008-09-27,,,37491000000.0,,,4853000000.0,3029000000.0,718000000.0
2008-09-27,,,37491000000.0,,,4853000000.0,3029000000.0,5642000000.0
2008-09-27,,,37491000000.0,,,4853000000.0,768000000.0,718000000.0
2008-09-27,,,32479000000.0,,,1617000000.0,3029000000.0,718000000.0
2008-09-27,,,37491000000.0,,,4853000000.0,768000000.0,5642000000.0
2008-09-27,,,37491000000.0,,,4853000000.0,3029000000.0,718000000.0
2008-09-27,,,37491000000.0,,,4853000000.0,3029000000.0,718000000.0
2008-09-27,,,37491000000.0,,,4853000000.0,3029000000.0,5642000000.0
2008-09-27,,,37491000000.0,,,4853000000.0,768000000.0,718000000.0
2008-09-27,,,37491000000.0,,,4853000000.0,3029000000.0,718000000.0
2008-09-27,,,37491000000.0,,,4853000000.0,3029000000.0,5642000000.0
2008-09-27,,,32479000000.0,,,1617000000.0,768000000.0,718000000.0
2008-09-27,,,32479000000.0,,,1617000000.0,768000000.0,718000000.0
2008-09-27,,,32479000000.0,,,1617000000.0,768000000.0,5642000000.0
2008-09-27,,,32479000000.0,,,1617000000.0,3029000000.0,718000000.0
2008-09-27,,,32479000000.0,,,1617000000.0,3029000000.0,718000000.0
2008-09-27,,,32479000000.0,,,1617000000.0,3029000000.0,5642000000.0
2008-09-27,,,37491000000.0,,,4853000000.0,3029000000.0,718000000.0
2008-12-27,,,11880000000.0,,,,,200000000.0
2008-12-27,,,11880000000.0,,,,,200000000.0
2009-03-28,,,20964000000.0,,,,,128000000.0
2009-03-28,,,9084000000.0,,,,,128000000.0
2009-03-28,,,9084000000.0,,,,,128000000.0
2009-06-27,,,9734000000.0,,,8469000000.0,3667000000.0,323000000.0
2009-06-27,,,9734000000.0,,,8469000000.0,3667000000.0,4254000000.0
2009-06-27,,,9734000000.0,,,8469000000.0,3667000000.0,323000000.0
2009-06-27,,,9734000000.0,,,8469000000.0,3667000000.0,4254000000.0
2009-06-27,,,8337000000.0,,,8469000000.0,3667000000.0,323000000.0
2009-06-27,,,30698000000.0,,,8469000000.0,3667000000.0,4254000000.0
2009-06-27,,,30698000000.0,,,8469000000.0,3667000000.0,323000000.0
2009-06-27,,,26667000000.0,,,8469000000.0,3667000000.0,4254000000.0
2009-06-27,,,8337000000.0,,,8469000000.0,3667000000.0,4254000000.0
2009-06-27,,,26667000000.0,,,8469000000.0,3667000000.0,323000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,4485000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,10305000000.0,853000000.0,521000000.0
2009-09-26,,,42905000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,6908000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,4485000000.0,521000000.0
2009-09-26,,,12207000000.0,,,2053000000.0,853000000.0,521000000.0
