end,Revenues,NetIncomeLoss,Assets
2021-03-27,,52385000000,337158000000.0
2021-03-27,,23630000000,337158000000.0
2021-03-27,,23630000000,337158000000.0
2021-06-26,,74129000000,329840000000.0
2021-06-26,,74129000000,329840000000.0
2021-06-26,,21744000000,329840000000.0
2021-06-26,,21744000000,329840000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-09-25,,94680000000,351002000000.0
2021-12-25,,34630000000,381191000000.0
2021-12-25,,34630000000,381191000000.0
2022-03-26,,59640000000,350662000000.0
2022-03-26,,59640000000,350662000000.0
2022-03-26,,25010000000,350662000000.0
2022-03-26,,25010000000,350662000000.0
2022-06-25,,79082000000,336309000000.0
2022-06-25,,79082000000,336309000000.0
2022-06-25,,19442000000,336309000000.0
2022-06-25,,19442000000,336309000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-09-24,,99803000000,352755000000.0
2022-12-31,,29998000000,346747000000.0
2022-12-31,,29998000000,346747000000.0
2023-04-01,,54158000000,332160000000.0
2023-04-01,,54158000000,332160000000.0
2023-04-01,,24160000000,332160000000.0
2023-04-01,,24160000000,332160000000.0
2023-07-01,,74039000000,335038000000.0
2023-07-01,,74039000000,335038000000.0
2023-07-01,,19881000000,335038000000.0
2023-07-01,,19881000000,335038000000.0
2023-09-30,,96995000000,352583000000.0
2023-09-30,,96995000000,352583000000.0
2023-09-30,,96995000000,352583000000.0
2023-09-30,,96995000000,352583000000.0
2023-09-30,,96995000000,352583000000.0
2023-09-30,,96995000000,352583000000.0
2023-09-30,,96995000000,352583000000.0
2023-09-30,,96995000000,352583000000.0
2023-09-30,,96995000000,352583000000.0
2023-09-30,,96995000000,352583000000.0
2023-12-30,,33916000000,353514000000.0
2023-12-30,,33916000000,353514000000.0
2024-03-30,,57552000000,337411000000.0
2024-03-30,,57552000000,337411000000.0
2024-03-30,,23636000000,337411000000.0
2024-03-30,,23636000000,337411000000.0
2024-06-29,,79000000000,331612000000.0
2024-06-29,,79000000000,331612000000.0
2024-06-29,,21448000000,331612000000.0
2024-06-29,,21448000000,331612000000.0
2024-09-28,,93736000000,364980000000.0
2024-09-28,,93736000000,364980000000.0
2024-09-28,,93736000000,364980000000.0
2024-09-28,,93736000000,364980000000.0
2024-12-28,,36330000000,344085000000.0
2025-03-29,,61110000000,331233000000.0
2025-03-29,,24780000000,331233000000.0
2025-06-28,,84544000000,331495000000.0
2025-06-28,,23434000000,331495000000.0
